NP_001254479	NP_001372637
NP_000594	NP_032739
XP_024304269	XP_036008593
XP_024308763	NP_001349129
XP_011532619	XP_006512215
NP_004932	NP_659080
NP_001339115	XP_030101220
NP_003741	NP_034253
NP_054722	NP_848467
NP_569711	XP_006513236
NP_055680	XP_006506594
XP_005260781	XP_036015472
NP_694972	NP_082997
NP_115921	XP_006523412
XP_016875568	XP_036011722
NP_060595	XP_006539265
XP_005247270	NP_001347963
XP_006715516	NP_001074751
XP_006712840	XP_006496638
XP_016866087	XP_030101115
NP_955387	XP_006530858
XP_024309485	NP_775274
NP_004318	NP_001074881
NP_055610	NP_001342220
NP_004901	NP_032877
XP_024308587	NP_034960
XP_016876716	NP_001019773
NP_036440	XP_006531785
NP_002628	NP_032858
NP_001269058	XP_006533290
XP_016877757	NP_001074810
XP_024306633	NP_776116
XP_011509402	XP_011246265
NP_008860	NP_067312
XP_011530070	XP_011240544
XP_005266487	XP_006509070
XP_016882154	XP_011248842
NP_001365188	NP_001012783
NP_000080	NP_031769
NP_919269	XP_030100109
XP_016858338	XP_006496813
NP_001131139	XP_006538012
NP_000247	XP_011237643
NP_001363454	NP_898929
NP_055795	XP_006521947
NP_005219	NP_997538
NP_071397	XP_006539234
XP_006718641	NP_001156418
NP_001317217	NP_001359324
NP_443711	XP_006506860
NP_065979	NP_663431
NP_001364459	XP_006507361
XP_011525174	XP_036008580
NP_060552	NP_081699
NP_055793	NP_079972
NP_004810	XP_006540395
XP_016881299	NP_001347980
NP_001338299	XP_006521965
XP_006710656	XP_006502406
NP_001013860	XP_017168231
XP_006716684	XP_011243959
NP_000416	NP_032504
NP_079029	NP_001041069
XP_016857976	XP_036021164
NP_002959	NP_001357998
NP_056036	NP_082305
XP_005255375	NP_694697
XP_011528016	NP_001074524
NP_001356735	NP_034562
NP_005637	NP_001153379
NP_005836	NP_001028508
NP_056007	NP_001139302
NP_001308032	XP_006518061
XP_006712933	NP_081651
NP_863651	NP_001036023
XP_016875929	XP_030103717
XP_006723062	NP_839983
NP_005723	NP_033038
NP_000483	NP_066388
NP_942568	NP_001277689
NP_490597	XP_006524748
XP_024306409	NP_001003817
NP_001364996	XP_006532446
NP_115536	XP_017176672
NP_004073	NP_031861
NP_055647	XP_006518822
XP_011509364	NP_033806
NP_055059	NP_783574
NP_001189367	NP_835216
XP_011532545	XP_017168985
XP_011514312	NP_001350409
NP_001914	XP_006526702
XP_011514379	NP_034563
NP_001137303	XP_011239945
XP_011511918	XP_017176112
NP_150229	NP_766500
NP_006297	NP_062684
NP_005436	NP_031816
XP_011508956	NP_796350
NP_001018494	XP_006539355
XP_011517323	XP_006498485
NP_001001671	NP_001156557
NP_065799	XP_006534240
NP_001348	XP_011246220
XP_011543475	XP_006507678
NP_001006658	NP_766058
NP_003238	NP_035711
XP_016873282	XP_006510281
XP_011534084	XP_036011515
NP_002516	NP_001334098
NP_001290427	XP_006505089
XP_016884204	NP_001028446
NP_001358154	XP_006538240
XP_006719468	XP_006513108
XP_006724559	XP_006528742
XP_005269414	XP_036015785
NP_036333	NP_001355244
XP_011510411	XP_011237615
NP_963868	XP_006496514
XP_024303687	NP_955518
NP_002499	NP_035047
NP_002218	XP_006502875
XP_016869210	NP_035413
NP_002421	NP_001074704
XP_005270242	NP_001157107
NP_055798	NP_840061
XP_011542783	XP_006509285
NP_995314	NP_001277674
NP_002010	NP_034358
XP_011514610	NP_032856
NP_003619	XP_036016888
NP_001094058	XP_006498187
XP_005266414	XP_006518968
XP_005251776	NP_001107596
NP_001186621	XP_006535714
NP_109592	XP_036021846
NP_001362476	XP_036015888
NP_071904	NP_065252
XP_011542496	NP_001074597
XP_006718779	XP_011240298
NP_001121187	XP_036012001
XP_011539520	XP_011248559
XP_016882827	NP_766207
XP_011529213	XP_006528449
NP_775840	NP_796159
NP_001128243	NP_001342409
NP_858045	NP_032705
XP_016880222	NP_033801
NP_598377	XP_006525982
XP_011508507	XP_006529513
XP_016872322	NP_892037
NP_008840	XP_036013814
XP_005258334	NP_032746
XP_024301991	XP_036016818
XP_016882594	NP_001116301
NP_002607	NP_001152839
NP_004963	NP_032439
XP_011523571	NP_001025027
XP_005246629	XP_006495827
XP_011512881	NP_001191973
NP_001374485	XP_030106868
NP_055661	NP_705776
NP_598408	NP_598410
XP_011536213	XP_006513818
NP_001333369	XP_006519183
NP_064502	NP_598898
XP_016878167	NP_775561
XP_006711357	XP_017175995
XP_006722762	XP_006509770
XP_016874118	NP_001164383
NP_071378	XP_030107666
NP_055877	NP_001333730
XP_011512018	XP_006504067
XP_011521675	XP_006531225
NP_001004439	NP_795896
NP_060719	NP_666102
NP_001354977	XP_006521185
NP_036214	NP_035896
NP_055431	NP_083846
XP_005255258	XP_017177696
XP_011515360	XP_006521458
NP_001273644	NP_075817
NP_001292353	NP_062318
XP_006711275	XP_006529597
XP_011518527	XP_030101794
XP_006714570	XP_036015173
NP_821077	XP_036014587
NP_055058	NP_808540
XP_006716181	XP_011248046
NP_065143	XP_006509627
NP_001273117	NP_598884
XP_016862373	NP_034750
NP_003651	XP_006541336
XP_011533873	NP_001028557
NP_001305049	XP_006535257
XP_011535311	XP_036013196
XP_006713655	NP_031964
NP_001073898	NP_001350168
XP_011537116	XP_006513585
NP_000229	NP_038597
XP_024309947	NP_796214
NP_057613	NP_056618
NP_005415	NP_035717
XP_011517179	XP_006497940
XP_016885171	NP_001035549
NP_004663	NP_057902
XP_024303232	XP_006526647
NP_001171809	NP_001098715
NP_001290203	NP_001186225
XP_016856643	XP_006535315
NP_001254711	NP_766257
XP_016880033	XP_017169767
NP_065829	NP_473426
XP_011511944	XP_036021493
NP_733468	NP_083893
NP_008958	XP_006511769
XP_016858130	NP_001355667
XP_006723176	XP_006540170
NP_001243276	XP_006521932
NP_001377760	XP_006520366
NP_001356352	NP_778196
XP_016861512	XP_006524214
NP_060899	NP_001074530
NP_006209	NP_032865
XP_005249068	XP_030105690
XP_011509815	NP_001229307
NP_001333158	XP_006529565
NP_001155971	NP_080234
NP_005392	XP_006497196
NP_054828	NP_081711
XP_011519833	NP_001278151
NP_060024	XP_006522455
XP_011511961	NP_001297540
NP_001303243	NP_001277278
NP_001002800	XP_006502109
XP_011519389	XP_030103878
NP_001092142	NP_001158269
NP_056210	NP_081686
NP_620687	NP_742050
NP_001139669	NP_001363913
NP_001243084	XP_006528533
NP_055986	XP_017167830
XP_011517438	NP_080355
NP_065914	XP_006521187
XP_011520548	XP_036008876
XP_011516871	XP_006497645
XP_006712758	XP_006496385
NP_203754	XP_006499275
XP_016877937	XP_006511369
NP_000485	NP_001277754
NP_001335874	NP_035206
NP_000450	NP_038718
XP_016885042	XP_006528144
NP_077288	NP_001004164
NP_055448	NP_033457
NP_001265138	NP_786925
NP_057662	NP_001074736
NP_002684	NP_059490
NP_005468	NP_001074661
NP_064613	XP_006510529
XP_011537850	NP_001004436
XP_016858494	XP_011246345
NP_056355	XP_011238061
XP_006713001	XP_036021684
NP_065801	NP_082474
XP_011534269	XP_036011625
NP_057458	NP_919238
NP_001280569	XP_036011700
NP_060868	NP_033915
XP_011516714	NP_001028440
XP_011539152	XP_006535078
NP_055887	XP_036013388
NP_004989	XP_011241116
XP_011515628	XP_006521590
NP_055778	XP_006513557
XP_005252786	NP_034564
XP_016879894	XP_006534477
NP_001093631	XP_006519422
NP_001096617	NP_666224
XP_005251456	XP_006538052
XP_006717165	XP_036017642
XP_011544284	NP_001157247
NP_001037	NP_033220
NP_005535	NP_034700
NP_001358898	NP_033112
XP_011508625	XP_011242122
NP_036548	NP_808389
XP_011510330	XP_006529534
NP_001018082	NP_082985
NP_001243399	XP_006506926
NP_588613	NP_776114
XP_016879141	XP_006522201
XP_011510380	NP_001350421
NP_001336206	XP_006518432
NP_858058	NP_631883
NP_055731	NP_001074578
XP_024305328	XP_017170673
NP_775866	NP_766378
NP_003740	NP_001074681
XP_016872855	XP_011240748
NP_064592	NP_001013626
NP_001004019	NP_032018
NP_001335937	XP_011245721
NP_055592	NP_001355343
XP_011511727	NP_705797
NP_001164638	XP_006532981
XP_005268356	NP_056619
NP_054706	XP_006518985
XP_016874961	NP_997566
XP_005248689	NP_775568
NP_775960	NP_001157038
NP_003729	NP_032984
NP_001269356	NP_001139673
XP_016877673	NP_766491
XP_006719119	NP_783327
NP_001138590	NP_001152793
NP_005328	XP_006520318
NP_001363867	XP_006506046
XP_024306029	XP_006541009
XP_011527985	XP_006522927
NP_056076	XP_017169187
NP_004524	NP_666301
XP_011536365	XP_011246473
NP_003391	NP_598775
NP_597702	NP_001263284
NP_001182760	NP_081065
XP_006715579	XP_006512741
XP_011526969	XP_006498771
NP_620074	NP_034547
XP_016866853	XP_036016144
NP_002891	NP_056560
XP_005249000	XP_006524386
XP_006717987	NP_899031
XP_016877462	NP_001029049
NP_001035037	XP_006535185
XP_005268896	XP_030100775
NP_065934	XP_036020394
XP_016879565	XP_006533042
XP_011530791	XP_006514995
XP_016884928	NP_001032952
NP_852478	NP_001028400
NP_066576	XP_006514909
XP_024302967	XP_006520479
NP_001350643	XP_006499441
NP_060356	XP_006512087
XP_005267344	NP_001139671
NP_000284	XP_006530594
XP_011537894	NP_084390
NP_149075	NP_001028416
XP_016875753	XP_036008278
NP_001128522	XP_006497119
NP_001354424	XP_006496133
XP_011519572	NP_081167
NP_061908	XP_006500852
XP_006711649	NP_001138327
XP_005271903	XP_017176986
XP_011510112	NP_599013
NP_001287779	NP_001020123
XP_011536405	XP_006504352
NP_003782	NP_062683
XP_024305841	XP_006499175
XP_016857537	NP_808507
NP_115655	NP_001158084
XP_024310152	NP_001292909
NP_776175	NP_780694
NP_001305687	NP_076228
NP_002016	XP_006527879
NP_001269970	XP_006523118
XP_024308651	XP_011236745
XP_011511197	NP_083370
NP_001316727	XP_006512502
NP_065805	NP_064656
XP_005270993	NP_444400
NP_001230526	NP_067314
XP_016866963	NP_034820
NP_006382	NP_852658
NP_631894	NP_001074596
NP_001376614	XP_006535024
NP_598000	NP_694738
NP_065813	NP_001074506
NP_573566	NP_082509
XP_011535241	NP_766394
XP_011510619	XP_006522395
NP_001310991	XP_036021859
NP_060107	XP_017175693
NP_001276916	NP_001344281
NP_004637	NP_062332
XP_011537312	NP_067505
NP_000457	NP_001280735
NP_001106849	NP_666058
NP_115791	NP_780571
XP_005254228	NP_542966
XP_005265227	XP_006511717
NP_006217	NP_001108135
XP_024303324	NP_776149
NP_001074248	NP_001357540
NP_061877	XP_017176586
NP_001073286	NP_001264899
XP_016856524	NP_033725
NP_055421	XP_006506759
XP_011531200	NP_056615
NP_078853	XP_006525944
XP_011527050	NP_001297015
NP_870998	NP_932165
XP_005249816	NP_001239211
NP_001136221	NP_766294
NP_065433	NP_705762
XP_024303103	XP_017168158
NP_036596	NP_033416
XP_016859802	XP_006496219
NP_001274175	NP_031576
XP_016866524	NP_001091092
NP_001017915	XP_006529212
XP_005245423	XP_036019302
NP_001363060	NP_001365195
XP_011520427	XP_006499170
NP_001268694	XP_006534832
XP_016885266	NP_033483
NP_060501	NP_113569
NP_741996	NP_001356062
XP_011520054	XP_017169098
NP_065825	NP_001351926
NP_001104490	NP_038704
NP_005553	NP_032511
NP_060733	XP_036013530
XP_011511590	XP_030105017
NP_940907	NP_783581
XP_011521030	XP_006524706
XP_016879753	NP_001314739
NP_037513	NP_666353
XP_011538682	XP_006518879
XP_011520925	NP_001334263
XP_011524265	XP_006526569
NP_002882	NP_035375
NP_004779	XP_011240696
XP_016878583	XP_006531054
NP_001375021	XP_017177113
NP_005602	NP_035380
XP_016882642	NP_766091
NP_733765	NP_001103610
XP_011514685	XP_006505133
NP_001009984	NP_083708
XP_005274279	XP_006526990
NP_055486	NP_598668
XP_011530452	NP_001091640
NP_065803	NP_001004761
XP_011517152	XP_011242882
XP_011532929	NP_001349804
XP_011520348	NP_001074413
NP_006036	NP_056546
NP_037521	NP_997125
NP_001138502	NP_001186665
NP_620594	NP_001001322
XP_005247590	XP_017174979
NP_055742	NP_808419
XP_011539975	XP_006538811
NP_006435	NP_001288341
NP_065804	NP_542374
XP_011536387	XP_006520546
XP_005271412	XP_006503073
XP_005263919	XP_017177250
NP_001007027	NP_031907
NP_001171536	XP_006521795
NP_055752	NP_848756
NP_443179	NP_001032371
XP_005264978	NP_083011
NP_003592	NP_444354
NP_066939	NP_033752
XP_011507656	NP_001074480
NP_004431	NP_034271
NP_000695	NP_001277556
NP_003065	NP_033237
XP_024304497	XP_006498600
NP_056175	NP_082427
XP_016866770	XP_006524181
NP_001248755	NP_031486
NP_060222	NP_001074968
NP_001339615	NP_001347016
XP_011530891	XP_006504110
XP_011526138	XP_030099069
NP_001834	XP_036015004
NP_001333181	XP_006510322
NP_001243143	XP_011248820
NP_060707	XP_006514058
XP_011525773	NP_001355316
NP_001074295	XP_011240439
NP_006120	NP_033885
NP_060318	NP_932773
NP_056002	NP_766298
XP_011535593	XP_006515568
NP_060555	NP_722469
NP_078856	NP_780526
NP_004590	NP_150087
NP_001341143	XP_011241984
NP_079527	XP_030104353
XP_016861271	XP_006506256
NP_001675	XP_011246340
XP_011535788	NP_001357978
XP_016870058	NP_666233
XP_011526326	NP_444444
XP_016874587	XP_006514294
NP_001257327	XP_006524986
NP_001195	NP_031587
XP_016863063	XP_006506207
NP_001513	XP_036017859
NP_000693	NP_848492
NP_009123	NP_291096
NP_821074	NP_001156965
NP_001334757	NP_001076785
NP_001311404	NP_849207
XP_005262745	NP_997092
NP_115612	XP_017175494
NP_001127910	XP_006521983
NP_060021	NP_032192
NP_001295561	NP_035261
NP_569733	NP_473434
XP_006713396	XP_036010528
NP_055463	NP_001103487
XP_016874261	XP_006513621
XP_016873728	NP_932782
XP_011526950	NP_001035028
XP_005256481	XP_036012246
XP_011533973	XP_006537793
XP_016858111	NP_001289400
NP_001171761	XP_030104745
NP_001296122	XP_006538597
XP_011518611	XP_011240242
XP_005255119	XP_006507783
XP_005248044	XP_006504265
XP_006716626	XP_006520455
XP_005252324	NP_001342129
NP_001369225	NP_001185502
NP_001269803	NP_001277637
XP_005256203	NP_001164214
NP_001309722	XP_036017339
XP_016861187	XP_036016335
NP_004429	NP_031962
NP_001026855	NP_775554
XP_011534929	XP_006515943
NP_000692	NP_659149
NP_004216	NP_001074748
XP_016879477	XP_017169770
NP_001359503	NP_033151
NP_036442	NP_032472
NP_001361347	NP_001280566
NP_055176	XP_036010831
NP_065876	XP_006524762
NP_065944	NP_941062
XP_011508832	XP_006498393
NP_055501	XP_006539958
NP_001239007	NP_081880
NP_665803	NP_849221
XP_006714726	XP_006525789
NP_000219	NP_001264857
NP_008954	NP_001191094
XP_011535090	XP_017170611
XP_011512243	XP_006517233
XP_005267487	NP_766052
NP_002194	NP_032422
NP_005768	XP_006511713
NP_683515	NP_536718
NP_057191	XP_006520120
XP_016862278	NP_001334174
NP_055824	NP_061372
XP_011534895	XP_006515859
XP_005262664	XP_006515340
NP_002581	NP_067518
NP_075068	NP_631982
XP_011509173	NP_001344411
NP_065826	NP_001333447
XP_011540741	NP_766113
NP_036597	NP_036034
NP_001139434	NP_001240733
XP_016856966	XP_006538709
NP_065387	NP_031965
NP_001137160	NP_001001295
NP_009297	NP_001106174
NP_002201	NP_032428
XP_005252108	NP_035208
XP_011533233	NP_001139450
XP_005259500	NP_082159
NP_001120680	XP_036018905
NP_001245282	NP_001103465
NP_002881	NP_663427
XP_016877050	XP_036013290
XP_016861355	NP_775623
NP_387504	NP_001074598
NP_001265441	XP_006540634
XP_006720179	XP_006515767
XP_016880451	XP_006534199
NP_065907	XP_006540028
XP_005272020	XP_011247633
XP_024310035	XP_017176484
NP_001185521	NP_001348533
XP_016864227	XP_011240500
NP_000544	XP_006509154
NP_001106970	NP_001180195
NP_038460	NP_898914
NP_005984	NP_084154
NP_057311	NP_766233
NP_005224	NP_034270
NP_003629	XP_006497538
NP_060619	NP_077224
XP_005248950	XP_006524187
NP_056988	NP_938045
XP_011538506	XP_006513930
XP_016877619	NP_034360
XP_016872743	XP_006507830
XP_011509293	XP_006499975
NP_940867	XP_006528613
NP_940890	XP_006520299
NP_002196	NP_034707
NP_000616	NP_035057
XP_011512733	NP_001272969
NP_060700	NP_758492
NP_060821	XP_036011484
XP_011542743	XP_017171418
XP_011528247	XP_006521557
NP_065923	XP_006505788
NP_085131	NP_789813
NP_055447	XP_006508017
NP_000161	NP_613061
XP_016861250	XP_006518155
NP_700356	NP_796126
NP_001334748	NP_001074599
XP_024307724	NP_035379
NP_066934	NP_057887
XP_011525672	NP_001092747
NP_000897	NP_032753
NP_055792	NP_075679
NP_056009	XP_036012676
NP_060060	XP_036015171
XP_005249588	NP_082510
NP_001369477	XP_006526173
XP_024308644	XP_006496069
NP_001180395	XP_006534513
XP_005260745	XP_030108109
NP_056989	NP_659542
NP_071353	NP_663407
XP_005249039	NP_062312
NP_647479	NP_766393
XP_016873117	XP_006508708
NP_004434	XP_006521851
NP_776152	NP_001028394
XP_006720500	NP_001074560
NP_775188	NP_035031
NP_001305131	XP_036009863
NP_001352542	NP_077243
XP_005273626	XP_036014364
XP_006713749	NP_001154834
NP_001356647	XP_017177518
NP_001362541	NP_001159455
XP_011523300	XP_006533208
NP_060697	NP_766300
NP_001028733	NP_777277
NP_066124	NP_033076
XP_011528618	XP_006521594
NP_060212	XP_006529575
NP_055446	NP_032044
NP_001273510	XP_006536200
NP_001138940	XP_011241891
NP_003316	NP_034565
NP_004827	NP_034251
NP_570850	XP_006522717
XP_011517281	XP_006498285
XP_024308080	NP_852077
NP_001349727	NP_001074535
XP_016874543	XP_006505434
NP_056075	XP_006530852
XP_005247313	XP_036010907
NP_067019	XP_006506026
XP_011535053	NP_032503
NP_001157413	NP_084237
NP_055741	NP_001344780
XP_016862930	NP_766094
NP_055467	NP_666264
NP_060334	NP_001153067
NP_055925	XP_006527043
NP_001307	NP_076054
NP_055628	NP_001020238
NP_078938	NP_694766
NP_758872	NP_034730
NP_001092909	NP_001243361
NP_004527	NP_035000
XP_005262053	NP_001106825
NP_003578	XP_006524936
NP_056483	XP_011243673
NP_001364209	NP_033045
XP_006717520	XP_006497499
NP_001333739	NP_001139437
XP_011531724	XP_006506063
NP_001163887	XP_006526967
XP_011508228	NP_038719
NP_001308715	XP_006522012
NP_004526	XP_006500641
NP_775293	NP_031530
XP_011508525	XP_006496938
NP_001273768	XP_030103636
NP_001336053	XP_030099969
XP_005266130	NP_001359487
XP_011540801	NP_937891
NP_001295139	XP_030106135
NP_758952	XP_036022112
NP_001271267	NP_001344927
NP_001291367	XP_006533512
NP_002198	NP_598482
XP_006716503	XP_006495576
XP_011510519	XP_006529374
NP_291029	NP_082727
XP_011510737	XP_006535444
NP_060469	NP_919327
NP_060208	XP_006538089
NP_003911	XP_006513643
XP_011528998	XP_006521619
NP_055880	NP_789816
NP_001317665	XP_011245662
NP_001846	NP_034058
NP_001073884	NP_001108449
NP_065908	NP_758473
XP_005263378	NP_001280490
NP_002600	NP_001139740
NP_694953	NP_081094
NP_954712	XP_006534251
XP_024305154	XP_006529425
NP_001336284	NP_059079
XP_016878174	NP_080875
XP_011521231	NP_758487
XP_011508854	XP_006496361
XP_005268523	XP_006525926
XP_011522403	NP_001361617
XP_011533739	XP_006495705
XP_016868533	NP_694775
NP_001372133	NP_001192241
NP_004975	XP_030100779
NP_001317140	NP_001348923
NP_068817	NP_780464
XP_016872331	NP_056607
NP_055105	NP_001277404
XP_024302442	XP_030111004
NP_001128251	NP_001347826
XP_011536491	NP_034426
NP_065842	XP_006533022
NP_000206	NP_034719
NP_115946	NP_081830
XP_011513662	NP_001032954
NP_001269399	XP_030099871
NP_002408	NP_001074586
NP_663780	NP_964001
XP_011511790	XP_006503967
NP_001123917	XP_036018457
XP_011522183	NP_058025
NP_002363	NP_032575
NP_003480	XP_006523113
XP_011524572	NP_001170935
NP_001317923	XP_006522977
NP_001171725	NP_035973
NP_001337791	XP_006515125
NP_938149	NP_032086
NP_001073887	XP_036020023
XP_011522151	NP_001152877
NP_000101	NP_740748
NP_079093	XP_006510969
XP_016867305	NP_001153043
NP_001352550	NP_666240
NP_001078927	XP_017170668
NP_060853	XP_006526361
NP_001182534	XP_017177788
XP_006719226	NP_705728
XP_016874488	XP_006514216
XP_011530571	NP_598552
XP_016860402	NP_079971
NP_055710	NP_955020
XP_011535188	NP_001277232
XP_016880913	XP_006533571
NP_036603	NP_033454
XP_011525496	XP_030098326
NP_115575	XP_006514192
NP_001229236	NP_660113
NP_009017	NP_001347461
XP_011541156	NP_001074621
NP_001287789	NP_001268984
NP_848512	XP_006515324
NP_001356436	NP_001156912
NP_001365148	NP_082165
NP_000822	NP_001074566
XP_006716647	XP_036015136
XP_006715102	NP_001008232
NP_001243423	XP_006511557
NP_005003	NP_038873
NP_001192230	NP_001276425
NP_001300655	NP_001121575
NP_001365021	XP_006508521
XP_011508705	XP_006515110
NP_002561	NP_035178
NP_001316166	NP_660120
NP_620686	NP_001019310
NP_001362749	NP_666269
NP_001353783	NP_001177281
NP_001371539	NP_001365697
NP_001129595	NP_001074694
XP_011523104	NP_001239461
NP_001269938	XP_006500696
NP_056062	XP_006531478
NP_775869	NP_001299843
XP_011532787	NP_740749
NP_061722	NP_001003672
XP_011530342	NP_001242962
NP_957718	NP_001070871
XP_011537270	NP_035841
NP_001138422	NP_766596
XP_016861478	NP_001333566
NP_003239	NP_035712
NP_006381	NP_001074582
NP_001354906	NP_064436
NP_127492	XP_030110001
NP_001009566	NP_075538
NP_004422	NP_034269
XP_024305716	NP_808236
NP_112497	XP_006533626
NP_597734	NP_536699
NP_056142	NP_839977
NP_001354422	NP_001355702
NP_001596	XP_006530985
XP_016867174	NP_058660
NP_003297	NP_058680
XP_006712887	NP_035196
XP_011522752	XP_017170261
NP_001309868	XP_036011615
NP_001035982	NP_062644
NP_036601	NP_598462
NP_001137534	NP_203534
NP_001840	NP_666119
XP_011513314	XP_006516650
XP_011530195	NP_032193
NP_002798	NP_081633
NP_055230	NP_766614
